User_ID,Age,Annual_Income_INR,Current_Savings_INR,Monthly_Disposable_Income_INR,Tax_Bracket,Financial_Goal,Risk_Appetite_Score,Investment_Horizon_Months,Recommended_Asset_Class,Historical_Portfolio_ROI
SWT-01372,65,2400000.0,17923000.0,96800.0,30%,Retirement,6,39,Bonds,8.37
SWT-01373,42,2816000.0,6613000.0,106200.0,30%,Short-term Gain,8,80,Gold,13.36
SWT-01374,56,2367000.0,10350000.0,87100.0,30%,Retirement,8,62,Mutual Funds,5.89
SWT-01375,54,6366000.0,25000000.0,359100.0,30%,Retirement,8,53,Mutual Funds,16.29
SWT-01376,31,1503000.0,1041000.0,45600.0,30%,Retirement,9,88,Mutual Funds,13.02
SWT-01377,36,3671000.0,6181000.0,165500.0,30%,Retirement,9,93,Equity/Stocks,1.57
SWT-01378,62,1739000.0,7727000.0,57400.0,30%,Retirement,8,60,Gold,9.06
SWT-01379,38,2896000.0,6655000.0,108500.0,30%,Retirement,8,84,Mutual Funds,22.21
SWT-01380,45,6500000.0,25000000.0,289200.0,30%,Short-term Gain,7,82,Mutual Funds,17.74
SWT-01381,35,1954000.0,2341000.0,68500.0,30%,Tax Saving,8,82,Mutual Funds,5.84
SWT-01382,49,2268000.0,5274000.0,69800.0,30%,Retirement,7,86,Gold,8.05
SWT-01383,35,2643000.0,4801000.0,95300.0,30%,Tax Saving,6,68,Mutual Funds,13.89
SWT-01384,55,2027000.0,5211000.0,60700.0,30%,Wealth Creation,8,90,Mutual Funds,1.85
SWT-01385,47,3834000.0,23556000.0,158000.0,30%,Wealth Creation,6,81,Gold,2.51
SWT-01386,49,2409000.0,7730000.0,93600.0,30%,Retirement,7,65,Gold,8.54
SWT-01387,54,3330000.0,14512000.0,143800.0,30%,Short-term Gain,5,54,Gold,8.5
SWT-01388,45,1895000.0,5511000.0,63100.0,30%,Tax Saving,8,79,Mutual Funds,1.24
SWT-01389,39,1575000.0,2542000.0,44800.0,30%,Tax Saving,6,83,Mutual Funds,13.39
SWT-01390,27,2077000.0,658000.0,69400.0,30%,Retirement,8,107,Mutual Funds,17.57
SWT-01391,54,1635000.0,3586000.0,54200.0,30%,Retirement,6,45,Gold,7.29
SWT-01392,55,4321000.0,25000000.0,218800.0,30%,Short-term Gain,6,66,Mutual Funds,11.79
SWT-01393,65,1300000.0,5115000.0,41400.0,20%,Retirement,4,18,Gold,9.58
SWT-01394,49,2051000.0,3457000.0,77500.0,30%,Wealth Creation,7,67,Gold,9.53
SWT-01395,31,2807000.0,3893000.0,110900.0,30%,Retirement,10,115,Equity/Stocks,-5.36
SWT-01396,60,1993000.0,6889000.0,58900.0,30%,Wealth Creation,5,35,Gold,5.28
SWT-01397,38,1708000.0,2046000.0,52500.0,30%,Short-term Gain,7,61,Mutual Funds,9.43
SWT-01398,36,5189000.0,10219000.0,278900.0,30%,Retirement,8,88,Mutual Funds,6.7
SWT-01399,49,2075000.0,9001000.0,68600.0,30%,Retirement,8,90,Mutual Funds,19.69
SWT-01400,33,2407000.0,1645000.0,82800.0,30%,Retirement,10,99,Mutual Funds,15.5
SWT-01401,49,2674000.0,7111000.0,106000.0,30%,Retirement,6,43,Gold,4.4
SWT-01402,38,3486000.0,9165000.0,187500.0,30%,Tax Saving,8,64,Mutual Funds,10.3
SWT-01403,57,2972000.0,25000000.0,118400.0,30%,Tax Saving,8,67,Mutual Funds,17.81
SWT-01404,51,2156000.0,8786000.0,77200.0,30%,Retirement,9,61,Mutual Funds,7.66
SWT-01405,28,2065000.0,1040000.0,65000.0,30%,Short-term Gain,8,95,Mutual Funds,16.25
SWT-01406,53,2549000.0,17290000.0,108000.0,30%,Retirement,6,65,Mutual Funds,18.22
SWT-01407,39,3569000.0,6048000.0,174200.0,30%,Tax Saving,8,77,Mutual Funds,18.29
SWT-01408,67,1384000.0,6253000.0,44900.0,20%,Retirement,4,63,Bonds,5.7
SWT-01409,39,5358000.0,22689000.0,321800.0,30%,Tax Saving,7,86,Mutual Funds,18.03
SWT-01410,50,2224000.0,5393000.0,77900.0,30%,Retirement,7,83,Mutual Funds,8.77
SWT-01411,40,2828000.0,8895000.0,111700.0,30%,Tax Saving,10,100,Mutual Funds,27.16
SWT-01412,41,1972000.0,3442000.0,77400.0,30%,Wealth Creation,6,72,Gold,8.78
SWT-01413,40,1872000.0,4591000.0,66500.0,30%,Retirement,10,86,Equity/Stocks,28.15
SWT-01414,58,1899000.0,3867000.0,53100.0,30%,Tax Saving,5,50,Bonds,5.07
SWT-01415,39,2059000.0,4436000.0,75000.0,30%,Retirement,8,91,Mutual Funds,14.29
SWT-01416,33,2245000.0,2535000.0,78000.0,30%,Retirement,10,88,Mutual Funds,14.92
SWT-01417,52,2030000.0,10182000.0,76000.0,30%,Wealth Creation,7,87,Gold,4.77
SWT-01418,36,3375000.0,7169000.0,154300.0,30%,Tax Saving,8,77,Mutual Funds,6.15
SWT-01419,57,1995000.0,11969000.0,59600.0,30%,Retirement,7,64,Gold,7.29
SWT-01420,50,2131000.0,8194000.0,77600.0,30%,Retirement,7,66,Gold,11.85
SWT-01421,48,2537000.0,8058000.0,99200.0,30%,Retirement,8,69,Mutual Funds,1.28
SWT-01422,51,3859000.0,24958000.0,189200.0,30%,Retirement,7,94,Mutual Funds,9.61
SWT-01423,60,2575000.0,16657000.0,104300.0,30%,Retirement,7,54,Gold,12.56
SWT-01424,47,2799000.0,11223000.0,126200.0,30%,Retirement,6,64,Gold,4.01
SWT-01425,38,1756000.0,1300000.0,59900.0,30%,Wealth Creation,7,72,Mutual Funds,18.05
SWT-01426,58,1743000.0,4573000.0,57500.0,30%,Retirement,5,54,Gold,4.62
SWT-01427,50,1884000.0,9181000.0,69800.0,30%,Tax Saving,7,67,Mutual Funds,6.72
SWT-01428,47,4390000.0,13151000.0,265700.0,30%,Tax Saving,6,55,Bonds,5.31
SWT-01429,27,2649000.0,2368000.0,111500.0,30%,Retirement,8,89,Mutual Funds,21.95
SWT-01430,51,2132000.0,9105000.0,77200.0,30%,Retirement,6,71,Mutual Funds,8.39
SWT-01431,41,2386000.0,4325000.0,92300.0,30%,Short-term Gain,9,97,Mutual Funds,1.21
SWT-01432,22,1503000.0,10000.0,48000.0,30%,Wealth Creation,8,99,Mutual Funds,3.68
SWT-01433,20,1396000.0,10000.0,42700.0,20%,Retirement,7,98,Mutual Funds,16.36
SWT-01434,36,3130000.0,13274000.0,156300.0,30%,Short-term Gain,9,85,Equity/Stocks,-0.7
SWT-01435,23,1834000.0,143000.0,57900.0,30%,Retirement,10,99,Equity/Stocks,28.64
SWT-01436,44,5639000.0,19729000.0,333700.0,30%,Tax Saving,7,63,Mutual Funds,11.86
SWT-01437,28,3420000.0,2250000.0,150900.0,30%,Short-term Gain,9,78,Mutual Funds,11.31
SWT-01438,38,4222000.0,18674000.0,186700.0,30%,Tax Saving,10,82,Mutual Funds,13.37
SWT-01439,41,3544000.0,9857000.0,158600.0,30%,Tax Saving,9,95,Mutual Funds,6.74
SWT-01440,30,2100000.0,1538000.0,71100.0,30%,Retirement,9,90,Mutual Funds,12.32
SWT-01441,39,3401000.0,14687000.0,158200.0,30%,Tax Saving,7,75,Mutual Funds,5.27
SWT-01442,38,2484000.0,6137000.0,95300.0,30%,Retirement,9,83,Mutual Funds,19.51
SWT-01443,54,4552000.0,20174000.0,219200.0,30%,Wealth Creation,5,73,Gold,4.92
SWT-01444,61,2673000.0,8968000.0,117700.0,30%,Retirement,5,40,Bonds,6.03
SWT-01445,57,2788000.0,19849000.0,121800.0,30%,Tax Saving,8,69,Mutual Funds,5.73
SWT-01446,31,2561000.0,2979000.0,111400.0,30%,Short-term Gain,10,97,Mutual Funds,8.14
SWT-01447,55,4639000.0,17251000.0,250800.0,30%,Tax Saving,7,65,Bonds,4.98
SWT-01448,57,1620000.0,3005000.0,51800.0,30%,Short-term Gain,4,54,Bonds,8.79
SWT-01449,23,3621000.0,396000.0,175900.0,30%,Tax Saving,8,99,Mutual Funds,11.42
SWT-01450,38,2616000.0,3532000.0,97300.0,30%,Retirement,7,90,Mutual Funds,7.21
SWT-01451,52,1771000.0,2691000.0,59300.0,30%,Retirement,7,66,Gold,6.45
SWT-01452,37,2155000.0,2546000.0,76100.0,30%,Retirement,7,102,Mutual Funds,3.65
SWT-01453,54,1593000.0,3624000.0,44900.0,30%,Tax Saving,5,58,Mutual Funds,10.77
SWT-01454,47,3562000.0,12114000.0,164000.0,30%,Wealth Creation,9,58,Mutual Funds,22.5
SWT-01455,50,2034000.0,11528000.0,68600.0,30%,Retirement,7,76,Gold,9.17
SWT-01456,63,2359000.0,10760000.0,86100.0,30%,Retirement,6,57,Gold,10.93
SWT-01457,55,3822000.0,19996000.0,186300.0,30%,Retirement,5,57,Gold,5.27
SWT-01458,30,1939000.0,2020000.0,73300.0,30%,Short-term Gain,7,85,Gold,7.29
SWT-01459,34,2397000.0,3265000.0,83700.0,30%,Short-term Gain,7,59,Mutual Funds,12.56
SWT-01460,48,1896000.0,6101000.0,62700.0,30%,Wealth Creation,5,40,Bonds,4.63
SWT-01461,32,2218000.0,2880000.0,75500.0,30%,Tax Saving,9,113,Mutual Funds,13.88
SWT-01462,47,6500000.0,25000000.0,328700.0,30%,Tax Saving,8,68,Mutual Funds,14.93
SWT-01463,46,3716000.0,25000000.0,165100.0,30%,Wealth Creation,6,81,Mutual Funds,14.14
SWT-01464,29,2158000.0,2407000.0,76100.0,30%,Short-term Gain,9,77,Mutual Funds,10.6
SWT-01465,43,2376000.0,4192000.0,92900.0,30%,Tax Saving,9,70,Mutual Funds,17.98
SWT-01466,35,2622000.0,5060000.0,105000.0,30%,Tax Saving,10,102,Mutual Funds,9.88
SWT-01467,39,2928000.0,5283000.0,110300.0,30%,Retirement,9,85,Mutual Funds,9.43
SWT-01468,46,2534000.0,9075000.0,107500.0,30%,Tax Saving,7,79,Mutual Funds,19.02
SWT-01469,57,3037000.0,9423000.0,136900.0,30%,Short-term Gain,7,62,Gold,4.15
SWT-01470,29,1731000.0,842000.0,52800.0,30%,Retirement,10,97,Equity/Stocks,-5.77
SWT-01471,53,2017000.0,7856000.0,77200.0,30%,Tax Saving,4,47,Bonds,4.54
SWT-01472,47,3253000.0,17324000.0,145000.0,30%,Tax Saving,9,64,Mutual Funds,13.8
SWT-01473,44,1993000.0,5784000.0,68200.0,30%,Tax Saving,7,91,Mutual Funds,18.2
SWT-01474,38,3507000.0,11971000.0,163000.0,30%,Retirement,8,103,Mutual Funds,7.81
SWT-01475,46,2884000.0,10937000.0,117600.0,30%,Wealth Creation,7,60,Gold,14.32
SWT-01476,30,1340000.0,1026000.0,42100.0,20%,Tax Saving,8,78,Mutual Funds,11.65
SWT-01477,37,2839000.0,4899000.0,116800.0,30%,Tax Saving,7,77,Mutual Funds,10.9
SWT-01478,52,1619000.0,6384000.0,50500.0,30%,Short-term Gain,6,67,Gold,5.25
SWT-01479,47,3607000.0,20829000.0,138700.0,30%,Retirement,8,73,Mutual Funds,22.39
SWT-01480,49,2640000.0,9132000.0,107800.0,30%,Wealth Creation,7,76,Gold,7.48
SWT-01481,69,3444000.0,24276000.0,149500.0,30%,Retirement,6,46,Gold,3.68
SWT-01482,37,3862000.0,17126000.0,195500.0,30%,Short-term Gain,8,83,Mutual Funds,25.21
SWT-01483,50,2020000.0,6261000.0,73100.0,30%,Retirement,8,101,Mutual Funds,13.7
SWT-01484,34,1368000.0,1534000.0,40300.0,20%,Short-term Gain,8,81,Mutual Funds,15.96
SWT-01485,64,1711000.0,8664000.0,60600.0,30%,Tax Saving,7,75,Mutual Funds,20.28
SWT-01486,39,1900000.0,3362000.0,65700.0,30%,Wealth Creation,8,100,Mutual Funds,14.93
SWT-01487,42,5160000.0,16263000.0,283200.0,30%,Tax Saving,9,89,Mutual Funds,17.29
SWT-01488,25,2115000.0,829000.0,74300.0,30%,Short-term Gain,10,80,Equity/Stocks,15.15
SWT-01489,47,3895000.0,16371000.0,211600.0,30%,Wealth Creation,10,82,Mutual Funds,16.12
SWT-01490,29,2144000.0,3300000.0,72200.0,30%,Wealth Creation,10,93,Mutual Funds,11.28
SWT-01491,64,2056000.0,12815000.0,70300.0,30%,Short-term Gain,6,52,Gold,7.93
SWT-01492,40,2807000.0,5588000.0,102000.0,30%,Short-term Gain,7,66,Mutual Funds,12.12
SWT-01493,32,3579000.0,7413000.0,173000.0,30%,Wealth Creation,8,99,Mutual Funds,9.29
SWT-01494,44,3201000.0,11656000.0,131400.0,30%,Retirement,7,86,Mutual Funds,14.13
SWT-01495,36,1926000.0,4628000.0,63400.0,30%,Retirement,9,103,Equity/Stocks,20.13
SWT-01496,21,3201000.0,10000.0,132100.0,30%,Tax Saving,9,99,Mutual Funds,16.36
SWT-01497,42,2619000.0,7292000.0,102700.0,30%,Wealth Creation,9,71,Equity/Stocks,21.68
SWT-01498,31,2125000.0,2120000.0,68100.0,30%,Wealth Creation,7,91,Equity/Stocks,34.22
SWT-01499,43,1168000.0,2121000.0,27700.0,5%,Short-term Gain,4,86,Gold,10.91
SWT-01500,60,2945000.0,11539000.0,126000.0,30%,Retirement,6,56,Gold,7.33
SWT-01501,58,2595000.0,14806000.0,83800.0,30%,Short-term Gain,5,59,Bonds,6.04
SWT-01502,58,2594000.0,14001000.0,107700.0,30%,Retirement,5,51,Bonds,7.2
SWT-01503,43,2540000.0,10692000.0,109900.0,30%,Tax Saving,7,69,Mutual Funds,6.54
SWT-01504,43,2404000.0,6216000.0,89000.0,30%,Tax Saving,7,83,Mutual Funds,22.01
SWT-01505,28,2036000.0,1184000.0,78600.0,30%,Retirement,9,96,Equity/Stocks,5.81
SWT-01506,48,3336000.0,17475000.0,146500.0,30%,Tax Saving,6,72,Mutual Funds,15.88
SWT-01507,58,3082000.0,12172000.0,146800.0,30%,Retirement,6,63,Gold,8.02
SWT-01508,47,2684000.0,12983000.0,102100.0,30%,Tax Saving,7,76,Mutual Funds,11.23
SWT-01509,68,2651000.0,23393000.0,84400.0,30%,Wealth Creation,6,54,Mutual Funds,5.17
SWT-01510,43,2817000.0,12542000.0,113100.0,30%,Wealth Creation,9,72,Mutual Funds,16.89
SWT-01511,57,2181000.0,10150000.0,89200.0,30%,Retirement,6,47,Gold,3.83
SWT-01512,37,2921000.0,5166000.0,125200.0,30%,Retirement,8,84,Mutual Funds,3.45
SWT-01513,39,1818000.0,3376000.0,58300.0,30%,Wealth Creation,8,83,Mutual Funds,17.97
SWT-01514,36,2910000.0,6490000.0,122600.0,30%,Tax Saving,9,83,Mutual Funds,22.13
SWT-01515,32,1534000.0,1213000.0,52100.0,30%,Retirement,9,96,Equity/Stocks,7.01
SWT-01516,60,1730000.0,10731000.0,56400.0,30%,Retirement,7,70,Mutual Funds,16.74
SWT-01517,27,1171000.0,608000.0,41000.0,5%,Retirement,6,102,Mutual Funds,15.37
SWT-01518,30,2273000.0,1589000.0,79800.0,30%,Retirement,9,112,Equity/Stocks,13.47
SWT-01519,65,3551000.0,25000000.0,174500.0,30%,Retirement,6,35,Gold,12.33
SWT-01520,57,2469000.0,11230000.0,99500.0,30%,Tax Saving,6,44,Mutual Funds,10.7
SWT-01521,36,3319000.0,4826000.0,137500.0,30%,Wealth Creation,7,79,Mutual Funds,14.2
SWT-01522,48,6107000.0,24936000.0,319600.0,30%,Tax Saving,6,68,Mutual Funds,5.41
SWT-01523,39,3196000.0,13576000.0,148700.0,30%,Short-term Gain,9,83,Mutual Funds,4.31
SWT-01524,55,2081000.0,14751000.0,74300.0,30%,Retirement,6,54,Gold,11.79
SWT-01525,34,2137000.0,4205000.0,78300.0,30%,Wealth Creation,7,80,Mutual Funds,14.38
SWT-01526,31,2459000.0,4400000.0,81000.0,30%,Retirement,10,103,Equity/Stocks,12.8
SWT-01527,38,2268000.0,6626000.0,87300.0,30%,Wealth Creation,9,71,Equity/Stocks,35.91
SWT-01528,60,2011000.0,10327000.0,71600.0,30%,Tax Saving,6,84,Mutual Funds,20.72
SWT-01529,27,3063000.0,2479000.0,128300.0,30%,Retirement,8,95,Mutual Funds,13.95
SWT-01530,54,3751000.0,24053000.0,180900.0,30%,Short-term Gain,6,74,Gold,3.28
SWT-01531,40,1674000.0,3922000.0,52600.0,30%,Tax Saving,9,78,Mutual Funds,10.84
SWT-01532,34,2010000.0,2068000.0,66600.0,30%,Wealth Creation,7,91,Mutual Funds,7.15
SWT-01533,59,2120000.0,11617000.0,73900.0,30%,Retirement,4,51,Gold,8.25
SWT-01534,30,2912000.0,5415000.0,115100.0,30%,Retirement,8,102,Equity/Stocks,4.63
SWT-01535,51,4049000.0,19145000.0,232800.0,30%,Retirement,7,65,Gold,3.84
SWT-01536,60,5708000.0,25000000.0,331700.0,30%,Retirement,5,71,Gold,1.21
SWT-01537,48,2478000.0,9582000.0,87000.0,30%,Retirement,8,56,Mutual Funds,12.43
SWT-01538,69,1668000.0,6272000.0,62900.0,30%,Tax Saving,6,58,Bonds,2.52
SWT-01539,30,2903000.0,2040000.0,114900.0,30%,Retirement,9,96,Equity/Stocks,10.91
SWT-01540,32,2019000.0,3363000.0,70500.0,30%,Short-term Gain,9,81,Mutual Funds,15.62
SWT-01541,50,2711000.0,8635000.0,115200.0,30%,Retirement,7,92,Mutual Funds,7.73
SWT-01542,57,2244000.0,9369000.0,68800.0,30%,Retirement,6,81,Gold,4.49
SWT-01543,63,966000.0,2507000.0,26100.0,5%,Tax Saving,2,14,Bonds,5.44
SWT-01544,63,2325000.0,18043000.0,82000.0,30%,Wealth Creation,5,51,Gold,5.51
SWT-01545,50,2675000.0,13334000.0,107200.0,30%,Retirement,5,70,Bonds,5.72
SWT-01546,58,3773000.0,20798000.0,182700.0,30%,Retirement,6,63,Gold,4.65
SWT-01547,26,2182000.0,673000.0,78000.0,30%,Retirement,9,117,Equity/Stocks,13.33
SWT-01548,32,1681000.0,1501000.0,54100.0,30%,Retirement,7,102,Mutual Funds,9.69
SWT-01549,27,2058000.0,1416000.0,78400.0,30%,Retirement,9,101,Mutual Funds,11.43
SWT-01550,45,1485000.0,3454000.0,47400.0,20%,Retirement,6,97,Mutual Funds,19.45
SWT-01551,47,1961000.0,5584000.0,67800.0,30%,Tax Saving,6,79,Bonds,5.76
SWT-01552,30,2946000.0,3568000.0,123100.0,30%,Tax Saving,8,87,Mutual Funds,14.31
SWT-01553,50,2620000.0,12471000.0,117300.0,30%,Retirement,6,58,Mutual Funds,8.46
SWT-01554,39,3773000.0,10529000.0,179900.0,30%,Retirement,9,101,Mutual Funds,12.83
SWT-01555,43,1540000.0,3649000.0,46600.0,30%,Tax Saving,7,66,Mutual Funds,10.07
SWT-01556,49,2645000.0,6629000.0,87900.0,30%,Tax Saving,8,68,Mutual Funds,11.67
SWT-01557,44,2488000.0,16885000.0,83900.0,30%,Wealth Creation,7,72,Gold,10.26
SWT-01558,42,3906000.0,12078000.0,180300.0,30%,Tax Saving,7,81,Mutual Funds,8.89
SWT-01559,26,2701000.0,1542000.0,106000.0,30%,Wealth Creation,10,100,Equity/Stocks,9.76
SWT-01560,28,2815000.0,2810000.0,108600.0,30%,Wealth Creation,7,74,Mutual Funds,8.96
SWT-01561,25,3474000.0,1419000.0,160600.0,30%,Retirement,10,117,Equity/Stocks,8.48
SWT-01562,33,2278000.0,3005000.0,79700.0,30%,Wealth Creation,10,91,Equity/Stocks,16.56
SWT-01563,56,4004000.0,23630000.0,180500.0,30%,Retirement,7,87,Mutual Funds,9.6
SWT-01564,35,1903000.0,1937000.0,68000.0,30%,Retirement,8,90,Equity/Stocks,30.29
SWT-01565,39,1987000.0,4350000.0,76400.0,30%,Retirement,10,105,Equity/Stocks,45.0
SWT-01566,48,3660000.0,8710000.0,154300.0,30%,Tax Saving,7,78,Mutual Funds,8.54
SWT-01567,42,1777000.0,6816000.0,60100.0,30%,Tax Saving,7,92,Mutual Funds,13.03
SWT-01568,36,3245000.0,8993000.0,119300.0,30%,Retirement,8,92,Mutual Funds,17.29
SWT-01569,47,2985000.0,13236000.0,109400.0,30%,Short-term Gain,7,74,Gold,7.08
SWT-01570,46,4083000.0,9409000.0,191400.0,30%,Tax Saving,6,82,Mutual Funds,6.67
SWT-01571,53,2689000.0,8370000.0,115900.0,30%,Short-term Gain,8,99,Mutual Funds,21.2
SWT-01572,36,2750000.0,8417000.0,103000.0,30%,Tax Saving,7,79,Mutual Funds,15.08
SWT-01573,42,3386000.0,25000000.0,140400.0,30%,Retirement,8,89,Mutual Funds,13.28
SWT-01574,40,2294000.0,7533000.0,84600.0,30%,Wealth Creation,6,75,Mutual Funds,18.55
SWT-01575,33,2045000.0,3631000.0,71900.0,30%,Retirement,9,98,Mutual Funds,16.08
SWT-01576,22,2278000.0,10000.0,78300.0,30%,Tax Saving,8,100,Mutual Funds,11.23
SWT-01577,47,2863000.0,7341000.0,135100.0,30%,Tax Saving,6,42,Bonds,4.23
SWT-01578,58,2205000.0,13191000.0,78000.0,30%,Retirement,6,55,Gold,6.4
SWT-01579,46,2822000.0,6297000.0,115100.0,30%,Wealth Creation,9,91,Mutual Funds,18.66
SWT-01580,41,4762000.0,11707000.0,248400.0,30%,Wealth Creation,8,72,Mutual Funds,15.31
SWT-01581,34,2267000.0,2077000.0,85800.0,30%,Retirement,9,102,Mutual Funds,10.39
SWT-01582,57,2204000.0,12728000.0,87500.0,30%,Tax Saving,6,61,Mutual Funds,20.09
SWT-01583,25,1228000.0,313000.0,40900.0,20%,Retirement,8,94,Mutual Funds,10.62
SWT-01584,56,2577000.0,11708000.0,93700.0,30%,Tax Saving,7,74,Mutual Funds,16.65
SWT-01585,58,3100000.0,16143000.0,142900.0,30%,Retirement,6,66,Gold,8.71
SWT-01586,41,3736000.0,7918000.0,182400.0,30%,Short-term Gain,9,89,Equity/Stocks,36.19
SWT-01587,32,2601000.0,2669000.0,109100.0,30%,Retirement,10,109,Mutual Funds,16.24
SWT-01588,50,3851000.0,14669000.0,181900.0,30%,Short-term Gain,6,68,Gold,8.15
SWT-01589,50,3584000.0,9858000.0,161400.0,30%,Retirement,6,45,Gold,7.42
SWT-01590,46,4137000.0,14816000.0,220400.0,30%,Tax Saving,7,68,Mutual Funds,11.42
SWT-01591,25,2907000.0,832000.0,128400.0,30%,Tax Saving,8,75,Mutual Funds,7.45
SWT-01592,58,4152000.0,25000000.0,232000.0,30%,Tax Saving,6,65,Mutual Funds,4.86
SWT-01593,38,2630000.0,6929000.0,104500.0,30%,Retirement,10,101,Equity/Stocks,18.17
SWT-01594,51,1837000.0,3582000.0,61200.0,30%,Retirement,6,75,Gold,6.27
SWT-01595,23,2487000.0,283000.0,76100.0,30%,Retirement,10,111,Equity/Stocks,8.12
SWT-01596,25,2724000.0,2091000.0,94300.0,30%,Retirement,9,111,Equity/Stocks,13.5
SWT-01597,28,3788000.0,2694000.0,172900.0,30%,Tax Saving,10,81,Mutual Funds,11.83
SWT-01598,53,4130000.0,25000000.0,186500.0,30%,Tax Saving,6,61,Mutual Funds,11.54
SWT-01599,58,4682000.0,25000000.0,266000.0,30%,Wealth Creation,6,40,Bonds,7.75
SWT-01600,25,2587000.0,1471000.0,89900.0,30%,Short-term Gain,8,92,Mutual Funds,15.2
SWT-01601,46,3117000.0,12109000.0,127100.0,30%,Retirement,7,92,Mutual Funds,22.5
SWT-01602,60,1543000.0,4865000.0,46900.0,30%,Retirement,7,72,Gold,6.47
SWT-01603,22,2160000.0,10000.0,84900.0,30%,Wealth Creation,10,114,Equity/Stocks,23.83
SWT-01604,58,2105000.0,8901000.0,71000.0,30%,Short-term Gain,7,59,Gold,6.67
SWT-01605,20,1984000.0,10000.0,71200.0,30%,Wealth Creation,8,89,Equity/Stocks,8.59
SWT-01606,42,2927000.0,5165000.0,122400.0,30%,Wealth Creation,8,82,Mutual Funds,23.47
SWT-01607,35,3091000.0,9012000.0,140200.0,30%,Tax Saving,7,96,Mutual Funds,7.49
SWT-01608,39,2723000.0,8981000.0,115600.0,30%,Tax Saving,7,84,Mutual Funds,-0.15
SWT-01609,45,3911000.0,10668000.0,187200.0,30%,Wealth Creation,8,58,Mutual Funds,7.55
SWT-01610,53,1147000.0,2690000.0,28500.0,5%,Retirement,5,60,Gold,1.98
SWT-01611,60,2555000.0,11513000.0,96700.0,30%,Retirement,6,33,Gold,4.92
SWT-01612,53,4027000.0,14538000.0,196200.0,30%,Wealth Creation,7,75,Gold,5.01
SWT-01613,41,5201000.0,10797000.0,288200.0,30%,Short-term Gain,9,76,Mutual Funds,11.71
SWT-01614,30,3039000.0,2759000.0,119900.0,30%,Retirement,10,84,Mutual Funds,-1.41
SWT-01615,39,4816000.0,14408000.0,284700.0,30%,Short-term Gain,7,89,Mutual Funds,17.74
SWT-01616,32,2652000.0,2103000.0,104200.0,30%,Wealth Creation,10,103,Equity/Stocks,-7.82
SWT-01617,48,2879000.0,11028000.0,108900.0,30%,Tax Saving,9,80,Mutual Funds,10.74
SWT-01618,25,2513000.0,1438000.0,92700.0,30%,Retirement,9,120,Mutual Funds,9.57
SWT-01619,39,2806000.0,8723000.0,130600.0,30%,Retirement,6,83,Mutual Funds,15.51
SWT-01620,34,2034000.0,2613000.0,74900.0,30%,Wealth Creation,7,76,Mutual Funds,13.34
SWT-01621,49,2424000.0,4268000.0,99000.0,30%,Wealth Creation,7,76,Mutual Funds,17.7
SWT-01622,62,1606000.0,8127000.0,47100.0,30%,Tax Saving,7,54,Mutual Funds,9.61
SWT-01623,44,3431000.0,12381000.0,144800.0,30%,Wealth Creation,8,93,Mutual Funds,8.91
SWT-01624,37,2751000.0,6437000.0,103900.0,30%,Tax Saving,8,88,Mutual Funds,13.8
SWT-01625,62,2042000.0,18043000.0,72600.0,30%,Retirement,5,55,Bonds,6.74
SWT-01626,43,2410000.0,4692000.0,89300.0,30%,Tax Saving,6,55,Mutual Funds,15.51
SWT-01627,33,3013000.0,1729000.0,120900.0,30%,Tax Saving,10,96,Mutual Funds,13.53
SWT-01628,30,3086000.0,2476000.0,126600.0,30%,Retirement,9,94,Equity/Stocks,17.11
SWT-01629,38,1934000.0,3990000.0,62100.0,30%,Tax Saving,10,78,Mutual Funds,11.27
SWT-01630,51,1860000.0,5797000.0,61900.0,30%,Short-term Gain,8,68,Mutual Funds,13.79
SWT-01631,41,3880000.0,8187000.0,201900.0,30%,Retirement,9,90,Mutual Funds,23.59
SWT-01632,32,1618000.0,973000.0,45600.0,30%,Short-term Gain,8,89,Mutual Funds,10.15
SWT-01633,37,3266000.0,6519000.0,146100.0,30%,Wealth Creation,7,64,Gold,6.73
SWT-01634,57,4300000.0,17820000.0,242100.0,30%,Retirement,5,52,Gold,6.68
SWT-01635,53,4602000.0,25000000.0,239400.0,30%,Retirement,5,53,Gold,9.17
SWT-01636,42,3643000.0,10252000.0,160900.0,30%,Retirement,9,86,Mutual Funds,-1.1
SWT-01637,46,3635000.0,11365000.0,179900.0,30%,Wealth Creation,7,74,Mutual Funds,10.79
SWT-01638,53,5635000.0,25000000.0,281200.0,30%,Tax Saving,8,64,Mutual Funds,16.41
SWT-01639,39,1331000.0,2229000.0,40000.0,20%,Short-term Gain,7,74,Gold,6.17
SWT-01640,45,2500000.0,7387000.0,87500.0,30%,Tax Saving,7,74,Mutual Funds,12.47
SWT-01641,45,3805000.0,15740000.0,152900.0,30%,Tax Saving,6,82,Mutual Funds,21.75
SWT-01642,59,2207000.0,10207000.0,78800.0,30%,Retirement,6,60,Gold,9.07
SWT-01643,63,3323000.0,20250000.0,131200.0,30%,Retirement,5,66,Gold,1.28
SWT-01644,23,1986000.0,153000.0,68700.0,30%,Retirement,10,119,Equity/Stocks,-2.28
SWT-01645,35,2773000.0,3773000.0,121100.0,30%,Retirement,8,105,Mutual Funds,10.1
SWT-01646,33,2348000.0,2740000.0,100100.0,30%,Tax Saving,9,108,Mutual Funds,6.73
