request_id,payload_size_bytes,special_char_ratio,requests_per_minute,unique_endpoints_last_5min,hour_of_day,response_time_ms,failed_requests_ratio,is_anomaly
REQ-001341,119.7,0.0268,0.58,3,13,113.3,0.0073,0
REQ-001342,172.0,0.0136,5.65,2,21,122.2,0.0469,0
REQ-001343,111.5,0.0407,0.86,2,18,104.6,0.0556,0
REQ-001344,445.2,0.0676,1.66,1,7,64.4,0.0246,0
REQ-001345,99.4,0.0143,0.39,1,14,56.4,0.0143,0
REQ-001346,194.2,0.0339,0.1,1,9,49.2,0.0558,0
REQ-001347,72.9,0.1489,1.81,3,9,157.6,0.0332,0
REQ-001348,266.2,0.0487,2.24,1,20,89.9,0.0099,0
REQ-001349,59.8,0.0247,0.72,2,12,92.9,0.0178,0
REQ-001350,2957.5,0.5396,17.75,29,22,3450.1,0.8683,1
REQ-001351,123.6,0.0587,0.1,1,18,49.5,0.0517,0
REQ-001352,503.8,0.0695,1.0,2,18,77.5,0.0013,0
REQ-001353,1063.9,0.2117,15.0,27,21,360.5,0.8215,1
REQ-001354,232.7,0.115,0.6,3,13,46.2,0.0006,0
REQ-001355,218.4,0.0367,5.94,3,7,87.2,0.0154,0
REQ-001356,213.8,0.0485,1.22,1,9,85.3,0.0134,0
REQ-001357,349.5,0.0524,8.05,3,21,115.7,0.0049,0
REQ-001358,479.5,0.0934,0.36,1,16,92.3,0.0425,0
REQ-001359,203.3,0.0742,4.14,1,12,84.0,0.0188,0
REQ-001360,186.0,0.0328,1.87,1,14,47.3,0.0037,0
REQ-001361,358.5,0.0927,3.18,2,18,43.7,0.0044,0
REQ-001362,91.0,0.1042,0.18,2,12,54.3,0.0441,0
REQ-001363,334.0,0.0726,0.1,1,13,86.3,0.0168,0
REQ-001364,93.9,0.0989,6.93,2,11,158.5,0.0625,0
REQ-001365,186.5,0.0704,1.46,1,7,57.8,0.0282,0
REQ-001366,99.4,0.009,0.45,1,17,130.8,0.0018,0
REQ-001367,252.5,0.0748,0.1,3,16,84.1,0.0006,0
REQ-001368,383.6,0.0746,1.18,1,18,76.4,0.0161,0
REQ-001369,109.5,0.1236,0.84,1,15,108.3,0.0139,0
REQ-001370,66.0,0.0269,6.15,2,20,46.8,0.003,0
REQ-001371,237.7,0.1134,5.62,1,7,84.0,0.0634,0
REQ-001372,191.0,0.0781,2.21,2,11,57.1,0.0268,0
REQ-001373,227.8,0.1346,1.28,2,16,93.0,0.0081,0
REQ-001374,368.6,0.0568,7.65,3,6,68.8,0.0296,0
REQ-001375,102.6,0.123,5.81,1,10,110.9,0.0126,0
REQ-001376,121.4,0.0432,2.84,2,8,76.4,0.0012,0
REQ-001377,148.8,0.0713,0.25,2,18,81.1,0.0006,0
REQ-001378,167.5,0.0128,7.57,3,20,41.5,0.0045,0
REQ-001379,119.4,0.0877,0.94,1,19,66.3,0.0382,0
REQ-001380,194.4,0.1014,1.21,2,21,129.6,0.0074,0
REQ-001381,94.9,0.0046,0.57,3,22,72.5,0.0362,0
REQ-001382,140.7,0.0635,3.54,1,9,83.1,0.0317,0
REQ-001383,273.8,0.1139,1.61,2,15,42.1,0.0038,0
REQ-001384,84.5,0.15,4.0,3,19,71.6,0.0247,0
REQ-001385,99.5,0.0293,1.73,3,16,129.1,0.018,0
REQ-001386,183.6,0.0844,3.42,3,16,113.7,0.0012,0
REQ-001387,212.7,0.0955,7.66,2,16,73.0,0.0102,0
REQ-001388,167.4,0.025,3.61,3,6,67.6,0.0183,0
REQ-001389,323.6,0.15,1.64,1,12,52.5,0.0141,0
REQ-001390,69.4,0.0672,0.28,1,18,99.4,0.0022,0
REQ-001391,311.9,0.0106,4.06,1,13,61.8,0.0095,0
REQ-001392,350.0,0.0035,2.13,3,19,39.2,0.0007,0
REQ-001393,242.6,0.0912,0.27,1,14,41.4,0.0599,0
REQ-001394,132.6,0.0327,4.79,1,21,109.7,0.0112,0
REQ-001395,228.4,0.0308,1.76,1,11,24.7,0.0119,0
REQ-001396,90.8,0.0529,0.31,2,21,191.8,0.0122,0
REQ-001397,94.1,0.0524,3.81,1,14,89.5,0.0541,0
REQ-001398,501.8,0.1162,2.84,3,8,112.0,0.011,0
REQ-001399,104.3,0.0444,0.49,3,16,75.5,0.0363,0
REQ-001400,350.2,0.0391,2.11,2,14,65.0,0.0232,0
REQ-001401,160.6,0.0273,5.4,2,19,176.9,0.0389,0
REQ-001402,266.6,0.0265,1.5,2,18,67.4,0.0714,0
REQ-001403,164.2,0.0588,3.74,1,13,78.5,0.0705,0
REQ-001404,123.4,0.0155,7.29,3,15,83.0,0.0043,0
REQ-001405,550.9,0.0025,1.0,1,22,78.2,0.0535,0
REQ-001406,157.1,0.052,0.1,3,18,145.7,0.1159,0
REQ-001407,88.9,0.0383,0.95,1,17,64.9,0.026,0
REQ-001408,186.3,0.1128,0.4,3,9,76.0,0.0188,0
REQ-001409,191.5,0.0301,0.42,2,7,94.5,0.0422,0
REQ-001410,58.7,0.1362,1.59,3,15,83.0,0.0389,0
REQ-001411,214.8,0.0667,0.21,2,19,41.1,0.0472,0
REQ-001412,283.6,0.0413,0.57,2,13,110.6,0.0066,0
REQ-001413,76.9,0.0462,0.1,2,12,73.9,0.0263,0
REQ-001414,219.0,0.0263,1.26,3,10,92.8,0.0097,0
REQ-001415,97.8,0.0451,0.98,2,20,70.6,0.0024,0
REQ-001416,510.7,0.0228,1.43,2,16,87.2,0.0358,0
REQ-001417,493.8,0.0556,0.19,1,17,65.9,0.0035,0
REQ-001418,155.6,0.038,0.99,1,11,77.9,0.0101,0
REQ-001419,124.4,0.1259,6.25,2,19,119.0,0.0535,0
REQ-001420,206.0,0.0398,2.42,3,11,103.4,0.0663,0
REQ-001421,170.6,0.0749,2.32,2,19,205.5,0.026,0
REQ-001422,210.8,0.026,0.31,2,17,58.9,0.0335,0
REQ-001423,116.5,0.0959,0.14,2,10,70.9,0.0614,0
REQ-001424,500.0,0.4287,15.0,30,14,474.6,0.7659,1
REQ-001425,69.4,0.0894,1.08,3,15,111.6,0.0634,0
REQ-001426,96.0,0.0529,1.16,1,15,51.4,0.0021,0
REQ-001427,603.5,0.0888,0.24,1,6,124.7,0.0342,0
REQ-001428,222.0,0.1256,5.26,2,15,70.3,0.0347,0
REQ-001429,338.6,0.1187,2.43,3,7,133.3,0.0347,0
REQ-001430,86.4,0.0816,0.99,1,14,80.9,0.0338,0
REQ-001431,100.9,0.0721,0.59,3,18,45.3,0.0389,0
REQ-001432,76.0,0.0334,5.29,1,18,68.7,0.0816,0
REQ-001433,120.2,0.0748,0.9,2,9,80.5,0.0468,0
REQ-001434,246.3,0.0191,1.14,1,17,136.4,0.0534,0
REQ-001435,101.1,0.0418,0.48,3,22,160.1,0.005,0
REQ-001436,237.7,0.0351,1.82,2,6,62.8,0.0487,0
REQ-001437,78.7,0.0424,0.63,1,12,220.1,0.0265,0
REQ-001438,237.2,0.1279,0.54,1,10,78.1,0.015,0
REQ-001439,81.7,0.0234,2.48,3,19,53.9,0.001,0
REQ-001440,246.6,0.0732,0.38,2,18,56.0,0.0098,0
REQ-001441,916.4,0.5383,18.63,27,10,188.5,0.5762,1
REQ-001442,88.5,0.0379,0.1,1,20,65.9,0.0031,0
REQ-001443,421.5,0.0664,3.02,2,19,79.9,0.0023,0
REQ-001444,381.9,0.0067,1.24,2,13,118.5,0.0022,0
REQ-001445,62.3,0.0222,0.33,1,14,92.4,0.0111,0
REQ-001446,365.3,0.1392,1.06,3,20,192.5,0.0377,0
REQ-001447,264.2,0.0232,0.44,2,22,103.3,0.0365,0
REQ-001448,425.1,0.0067,6.51,3,16,184.7,0.0558,0
REQ-001449,96.1,0.0778,0.31,2,16,110.0,0.0118,0
REQ-001450,133.5,0.1164,2.67,2,15,101.2,0.0324,0
REQ-001451,102.3,0.0818,3.41,1,19,75.2,0.0203,0
REQ-001452,93.4,0.0811,2.22,1,21,59.4,0.0458,0
REQ-001453,161.1,0.0201,1.57,2,21,58.5,0.0327,0
REQ-001454,58.0,0.0516,0.58,3,15,133.6,0.0473,0
REQ-001455,141.2,0.0718,1.97,3,6,181.1,0.0104,0
REQ-001456,299.7,0.066,0.72,1,11,141.7,0.0178,0
REQ-001457,94.6,0.1059,10.0,2,14,118.0,0.0062,0
REQ-001458,118.3,0.085,4.28,1,14,91.0,0.0093,0
REQ-001459,216.9,0.0956,1.46,1,17,129.0,0.0319,0
REQ-001460,151.4,0.0793,0.42,1,17,70.2,0.0109,0
REQ-001461,353.6,0.0546,0.3,2,6,127.6,0.0209,0
REQ-001462,97.6,0.0648,0.7,3,14,50.3,0.0522,0
REQ-001463,118.2,0.0688,0.25,2,19,147.6,0.0081,0
REQ-001464,133.6,0.0585,3.12,3,16,67.6,0.0285,0
REQ-001465,53.2,0.1197,0.46,2,20,88.6,0.0269,0
REQ-001466,141.1,0.0716,0.89,1,22,65.6,0.0044,0
REQ-001467,78.4,0.0233,2.54,3,20,70.1,0.0518,0
REQ-001468,802.4,0.1008,4.4,2,21,92.6,0.0533,0
REQ-001469,153.7,0.0047,2.18,1,16,88.1,0.0137,0
REQ-001470,189.8,0.0042,1.41,2,22,69.2,0.0609,0
REQ-001471,162.6,0.0252,0.62,2,21,137.2,0.0231,0
REQ-001472,192.0,0.0279,1.78,3,16,61.3,0.0082,0
REQ-001473,122.4,0.0711,0.77,2,14,61.4,0.0135,0
REQ-001474,389.1,0.0515,1.67,2,8,120.6,0.0697,0
REQ-001475,143.0,0.0379,2.76,1,22,70.8,0.113,0
REQ-001476,194.7,0.0607,0.39,2,16,84.6,0.0117,0
REQ-001477,139.1,0.0673,1.4,3,10,161.4,0.0554,0
REQ-001478,154.6,0.018,0.73,1,9,126.5,0.022,0
REQ-001479,101.3,0.0441,5.15,3,11,103.7,0.0694,0
REQ-001480,85.6,0.0849,0.69,1,15,66.2,0.0308,0
REQ-001481,165.1,0.124,0.1,1,17,95.0,0.0127,0
REQ-001482,101.8,0.0516,5.48,3,22,21.7,0.0648,0
REQ-001483,52.4,0.1034,0.21,3,20,103.2,0.001,0
REQ-001484,418.4,0.0202,1.62,1,22,79.0,0.092,0
REQ-001485,87.5,0.0395,0.26,2,7,82.3,0.0923,0
REQ-001486,95.5,0.1173,0.28,1,8,146.5,0.0031,0
REQ-001487,197.8,0.0772,2.08,1,16,95.1,0.0111,0
REQ-001488,64.8,0.0691,0.79,1,10,99.5,0.0381,0
REQ-001489,323.0,0.0328,1.57,1,16,76.5,0.0041,0
REQ-001490,170.5,0.0477,3.41,3,22,73.8,0.0092,0
REQ-001491,63.9,0.0504,1.19,1,12,62.0,0.0085,0
REQ-001492,114.0,0.0168,4.66,3,22,108.0,0.0173,0
REQ-001493,585.5,0.0217,1.66,3,7,58.7,0.0353,0
REQ-001494,189.9,0.0724,0.22,1,8,126.7,0.0192,0
REQ-001495,161.6,0.1348,1.89,3,9,101.7,0.0019,0
REQ-001496,244.9,0.0845,7.35,2,21,105.9,0.067,0
REQ-001497,123.6,0.0793,4.57,3,17,90.0,0.0214,0
REQ-001498,52.3,0.0196,0.16,1,15,59.3,0.0012,0
REQ-001499,710.1,0.3093,15.0,20,17,1270.7,0.6273,1
REQ-001500,87.4,0.0211,2.6,2,20,121.2,0.0132,0
REQ-001501,102.3,0.0047,0.64,2,19,46.3,0.0337,0
REQ-001502,162.5,0.0753,0.33,3,20,96.3,0.0074,0
REQ-001503,146.3,0.03,0.1,1,13,79.1,0.0141,0
REQ-001504,64.2,0.0383,0.57,1,15,59.8,0.0082,0
REQ-001505,88.3,0.0211,1.38,2,9,91.8,0.0326,0
REQ-001506,198.4,0.0648,2.29,2,8,82.7,0.0029,0
REQ-001507,127.1,0.1252,0.33,3,15,87.9,0.006,0
REQ-001508,379.7,0.0123,0.55,3,17,91.5,0.0035,0
REQ-001509,512.4,0.0692,2.41,2,7,119.8,0.052,0
REQ-001510,104.8,0.0884,0.1,1,11,81.0,0.0612,0
REQ-001511,175.8,0.0054,1.9,3,22,132.0,0.002,0
REQ-001512,152.1,0.0126,2.25,3,9,58.1,0.016,0
REQ-001513,115.4,0.0745,1.52,2,22,59.5,0.0328,0
REQ-001514,141.4,0.0683,0.1,3,20,97.4,0.07,0
REQ-001515,174.9,0.0222,0.74,3,7,169.8,0.021,0
REQ-001516,693.8,0.0584,0.94,1,6,77.1,0.0283,0
REQ-001517,213.4,0.1076,1.87,3,9,101.6,0.0075,0
REQ-001518,153.6,0.0706,4.16,1,6,98.1,0.019,0
REQ-001519,429.6,0.0427,2.08,1,7,54.0,0.024,0
REQ-001520,104.2,0.0557,1.47,1,6,59.2,0.0057,0
REQ-001521,296.0,0.0646,0.51,2,17,111.9,0.067,0
REQ-001522,1123.0,0.2447,18.09,22,12,527.5,0.6465,1
REQ-001523,185.9,0.15,4.08,1,7,73.2,0.0427,0
REQ-001524,143.1,0.0208,2.82,3,14,82.9,0.0128,0
REQ-001525,194.8,0.0398,0.68,3,14,76.0,0.0124,0
REQ-001526,117.1,0.0548,1.52,3,10,67.4,0.0122,0
REQ-001527,69.0,0.1061,2.87,2,8,73.8,0.0893,0
REQ-001528,347.9,0.0906,0.25,2,15,62.0,0.0093,0
REQ-001529,50.0,0.0592,0.61,3,6,67.3,0.0033,0
REQ-001530,366.0,0.0661,1.42,2,16,163.8,0.0062,0
REQ-001531,349.3,0.0587,5.68,2,20,131.8,0.0382,0
REQ-001532,98.1,0.0082,1.77,2,20,82.6,0.0169,0
REQ-001533,97.7,0.0478,1.17,1,6,56.2,0.005,0
REQ-001534,92.0,0.0506,0.1,1,22,90.1,0.0451,0
REQ-001535,378.7,0.0935,0.74,2,11,92.6,0.0109,0
REQ-001536,217.9,0.098,2.94,1,12,88.3,0.0365,0
REQ-001537,589.8,0.15,0.23,3,19,167.5,0.0041,0
REQ-001538,179.9,0.15,0.1,2,12,188.1,0.0036,0
REQ-001539,89.5,0.0483,7.99,1,8,164.6,0.0691,0
REQ-001540,78.5,0.067,0.1,2,22,62.4,0.009,0
REQ-001541,115.1,0.1483,1.03,2,15,148.9,0.0247,0
REQ-001542,92.0,0.0122,0.76,3,15,49.0,0.0067,0
REQ-001543,137.1,0.0363,2.51,1,14,151.4,0.0077,0
REQ-001544,53.1,0.15,0.35,1,8,150.8,0.0091,0
REQ-001545,209.8,0.059,0.25,1,16,82.9,0.0213,0
REQ-001546,167.8,0.15,3.68,1,9,60.3,0.0007,0
REQ-001547,160.9,0.0528,4.47,1,20,137.9,0.0092,0
REQ-001548,471.1,0.0152,3.58,1,22,88.2,0.0111,0
REQ-001549,95.8,0.0154,0.11,2,21,85.7,0.0338,0
REQ-001550,468.7,0.0054,3.37,2,9,117.8,0.0018,0
REQ-001551,52.2,0.0069,1.94,2,18,21.5,0.0017,0
REQ-001552,457.7,0.0316,1.57,3,22,155.1,0.0097,0
REQ-001553,98.8,0.1104,4.94,3,22,110.3,0.0012,0
REQ-001554,130.7,0.0503,0.29,1,8,117.0,0.0089,0
REQ-001555,570.1,0.1287,3.46,2,16,115.1,0.0251,0
REQ-001556,94.7,0.0422,1.7,3,16,72.2,0.0058,0
REQ-001557,199.4,0.0721,0.27,2,18,80.7,0.0109,0
REQ-001558,824.3,0.0688,2.51,2,22,65.7,0.0024,0
REQ-001559,267.4,0.1479,2.7,3,6,37.4,0.0184,0
REQ-001560,50.0,0.0227,0.15,3,19,125.9,0.0143,0
REQ-001561,50.0,0.0379,0.83,2,11,121.9,0.0053,0
REQ-001562,225.2,0.0288,0.26,1,19,50.0,0.0355,0
REQ-001563,165.1,0.0538,0.76,3,7,60.3,0.0054,0
REQ-001564,180.0,0.1152,0.46,2,13,90.7,0.0725,0
REQ-001565,177.8,0.0635,0.1,3,16,73.3,0.0573,0
REQ-001566,253.7,0.0505,0.99,2,18,97.9,0.0017,0
REQ-001567,269.8,0.0174,2.83,2,20,153.7,0.0145,0
REQ-001568,112.1,0.15,2.19,2,14,99.4,0.0231,0
REQ-001569,108.1,0.0804,4.42,1,21,107.2,0.0076,0
REQ-001570,204.2,0.0255,8.89,1,14,93.6,0.0354,0
REQ-001571,2248.6,0.3305,15.0,21,19,291.3,0.3972,1
REQ-001572,258.6,0.0358,3.24,1,18,132.7,0.0327,0
REQ-001573,194.2,0.0333,0.54,3,10,92.6,0.0133,0
REQ-001574,111.4,0.0627,1.65,1,12,61.4,0.0133,0
REQ-001575,99.1,0.1145,0.48,3,22,176.6,0.026,0
REQ-001576,50.0,0.0023,0.44,1,9,54.0,0.0051,0
REQ-001577,360.1,0.0396,3.12,3,17,59.4,0.0359,0
REQ-001578,50.0,0.017,3.4,3,7,44.7,0.0099,0
REQ-001579,140.8,0.1082,3.14,3,22,57.5,0.0065,0
REQ-001580,167.1,0.0361,0.73,3,12,177.8,0.0068,0
REQ-001581,164.3,0.0595,0.42,1,16,71.7,0.0265,0
REQ-001582,116.8,0.0543,0.75,2,21,120.8,0.0836,0
REQ-001583,80.3,0.0892,7.07,1,13,85.9,0.0234,0
REQ-001584,133.3,0.0332,2.42,3,15,82.3,0.0731,0
REQ-001585,183.9,0.0364,0.94,2,10,107.6,0.0706,0
REQ-001586,247.9,0.1195,0.27,2,16,108.1,0.003,0
REQ-001587,852.8,0.0506,0.23,1,13,64.4,0.0148,0
REQ-001588,266.2,0.0324,3.03,2,16,79.8,0.0364,0
REQ-001589,303.2,0.0163,1.06,3,6,156.6,0.0013,0
REQ-001590,113.4,0.0555,2.75,2,11,88.5,0.0247,0
REQ-001591,268.2,0.0774,1.46,3,15,35.8,0.0581,0
REQ-001592,135.3,0.082,3.04,2,16,83.8,0.0079,0
REQ-001593,108.6,0.0244,0.43,1,8,65.7,0.038,0
REQ-001594,62.4,0.0455,1.65,1,11,77.8,0.0278,0
REQ-001595,253.0,0.0361,1.35,3,15,109.4,0.0352,0
REQ-001596,353.2,0.0302,3.83,1,10,115.4,0.0063,0
REQ-001597,50.0,0.15,3.65,3,16,32.3,0.0063,0
REQ-001598,142.1,0.1151,0.83,2,9,55.1,0.0035,0
REQ-001599,140.8,0.0463,2.43,3,18,38.4,0.0474,0
REQ-001600,142.9,0.0155,3.52,1,8,80.0,0.0034,0
REQ-001601,403.7,0.0638,5.18,3,6,52.2,0.0101,0
REQ-001602,447.5,0.042,0.1,2,17,97.8,0.0374,0
REQ-001603,188.6,0.0586,2.16,1,7,90.9,0.0021,0
REQ-001604,76.7,0.0392,0.49,1,6,144.0,0.0305,0
REQ-001605,159.0,0.0692,0.74,3,7,108.3,0.0082,0
REQ-001606,51.6,0.1252,3.68,3,21,86.2,0.0144,0
REQ-001607,1068.6,0.209,70.56,39,21,1133.4,0.6237,1
REQ-001608,88.5,0.0293,8.28,2,20,38.8,0.0006,0
REQ-001609,150.3,0.0897,0.77,3,15,120.6,0.0363,0
REQ-001610,224.6,0.026,2.79,1,21,147.5,0.0177,0
REQ-001611,149.3,0.0463,0.41,3,18,81.4,0.0095,0
REQ-001612,1402.9,0.4278,64.27,32,16,366.4,0.7015,1
REQ-001613,123.1,0.0156,0.66,1,20,75.6,0.0069,0
REQ-001614,129.5,0.0764,1.43,1,13,76.4,0.018,0
REQ-001615,1331.5,0.5583,28.88,35,18,276.2,0.7412,1
REQ-001616,177.8,0.15,0.52,3,9,57.0,0.0206,0
REQ-001617,50.0,0.0756,5.42,3,10,109.1,0.0358,0
REQ-001618,81.7,0.0239,5.32,1,22,79.1,0.0545,0
REQ-001619,139.7,0.0302,0.1,3,14,108.0,0.0038,0
REQ-001620,50.0,0.1053,0.32,1,9,111.0,0.066,0
REQ-001621,70.7,0.0682,0.23,3,6,44.4,0.0119,0
REQ-001622,277.9,0.0041,1.53,2,12,60.0,0.0197,0
REQ-001623,210.2,0.0421,1.03,3,8,80.2,0.0044,0
REQ-001624,307.5,0.084,1.16,2,7,169.3,0.0057,0
REQ-001625,188.7,0.0345,1.51,3,14,87.0,0.0018,0
REQ-001626,230.0,0.0832,3.4,1,21,58.5,0.0017,0
REQ-001627,67.1,0.0597,0.55,2,7,112.0,0.0642,0
REQ-001628,83.2,0.0627,0.88,3,12,63.8,0.014,0
REQ-001629,180.9,0.0203,2.97,2,21,108.6,0.0302,0
REQ-001630,249.9,0.1033,1.26,3,12,95.9,0.0058,0
REQ-001631,81.3,0.0091,0.18,2,18,102.0,0.0101,0
REQ-001632,67.1,0.0563,1.86,3,22,111.1,0.0223,0
REQ-001633,151.3,0.0156,0.54,1,22,87.9,0.0409,0
REQ-001634,80.0,0.0605,0.1,2,19,78.8,0.0361,0
REQ-001635,57.9,0.022,1.52,2,7,76.0,0.0171,0
REQ-001636,134.9,0.0205,3.26,1,14,92.9,0.0181,0
REQ-001637,133.3,0.0674,1.43,1,12,65.6,0.0006,0
REQ-001638,190.0,0.0158,0.43,1,15,120.6,0.0343,0
REQ-001639,132.6,0.0276,0.11,1,17,91.2,0.0133,0
REQ-001640,216.8,0.0491,0.81,2,10,74.7,0.0123,0
REQ-001641,255.3,0.15,0.9,3,10,74.4,0.0365,0
REQ-001642,145.6,0.0534,1.03,2,8,102.5,0.0791,0
REQ-001643,110.6,0.1177,0.63,3,18,110.8,0.0028,0
REQ-001644,241.2,0.0582,3.21,1,20,64.6,0.0351,0
REQ-001645,259.4,0.0962,0.21,2,11,91.7,0.0183,0
REQ-001646,72.8,0.0718,0.33,3,9,108.2,0.0054,0
REQ-001647,113.6,0.0091,3.41,2,11,185.4,0.031,0
REQ-001648,65.6,0.0509,0.87,2,13,97.7,0.0185,0
REQ-001649,284.8,0.0721,1.84,2,11,168.4,0.027,0
REQ-001650,86.8,0.019,1.76,3,8,64.7,0.0423,0
REQ-001651,188.6,0.1165,2.21,3,14,102.3,0.0117,0
REQ-001652,182.3,0.0541,2.15,2,14,102.9,0.0328,0
REQ-001653,50.0,0.1005,0.67,1,13,128.0,0.0289,0
REQ-001654,182.5,0.0434,6.5,1,8,113.1,0.0065,0
REQ-001655,180.3,0.1358,0.1,1,16,58.6,0.0272,0
REQ-001656,214.8,0.0054,0.48,1,13,77.3,0.0145,0
REQ-001657,242.5,0.1428,3.87,3,9,104.9,0.0006,0
REQ-001658,113.9,0.0996,0.35,3,18,84.3,0.0187,0
REQ-001659,292.6,0.0184,0.36,2,21,157.4,0.0118,0
REQ-001660,138.4,0.0807,0.21,1,8,46.2,0.0557,0
REQ-001661,152.6,0.0365,3.09,2,18,68.1,0.0162,0
REQ-001662,100.9,0.0064,1.04,2,17,127.7,0.0009,0
REQ-001663,227.2,0.029,0.56,1,22,96.7,0.0144,0
REQ-001664,142.0,0.0221,4.64,2,8,101.2,0.0304,0
REQ-001665,121.2,0.0731,0.99,1,12,147.6,0.02,0
REQ-001666,113.3,0.0214,0.2,3,11,106.4,0.0211,0
REQ-001667,104.2,0.0807,0.71,1,14,69.0,0.0389,0
REQ-001668,273.0,0.0866,1.48,3,17,110.9,0.0182,0
REQ-001669,355.1,0.0805,3.96,3,19,126.3,0.0171,0
REQ-001670,331.3,0.0357,2.51,3,20,87.3,0.0474,0
REQ-001671,461.4,0.15,0.1,2,19,122.9,0.03,0
REQ-001672,80.3,0.0774,0.1,2,15,143.1,0.0625,0
REQ-001673,382.1,0.0485,1.37,3,6,169.6,0.006,0
REQ-001674,110.7,0.0529,3.04,2,19,89.8,0.0464,0
REQ-001675,82.6,0.0161,5.02,2,6,72.8,0.0191,0
REQ-001676,64.9,0.0399,1.06,3,8,90.9,0.0385,0
REQ-001677,138.5,0.0121,8.32,3,8,93.5,0.0242,0
REQ-001678,106.7,0.0137,4.58,1,11,67.1,0.0098,0
REQ-001679,97.8,0.1046,2.06,1,16,69.5,0.0704,0
REQ-001680,50.0,0.0409,1.7,3,11,46.2,0.0078,0
REQ-001681,291.5,0.1127,0.7,2,22,68.4,0.0558,0
REQ-001682,6745.2,0.4691,34.99,17,22,1502.2,0.6843,1
REQ-001683,198.5,0.1004,0.85,2,13,141.4,0.0146,0
REQ-001684,61.4,0.1181,2.14,3,7,118.8,0.007,0
REQ-001685,325.7,0.0182,0.87,1,7,72.6,0.0012,0
REQ-001686,338.1,0.15,2.37,2,15,88.5,0.0159,0
REQ-001687,134.2,0.0029,0.1,3,19,81.5,0.001,0
REQ-001688,118.5,0.043,9.33,3,11,36.6,0.0046,0
REQ-001689,147.7,0.0896,5.5,2,17,88.0,0.0198,0
REQ-001690,100.5,0.0182,0.68,2,10,72.3,0.0053,0
REQ-001691,124.2,0.0527,0.11,2,20,107.5,0.0011,0
REQ-001692,4237.4,0.2029,15.0,29,16,155.9,0.5447,1
REQ-001693,163.6,0.0999,2.43,3,7,106.1,0.0517,0
REQ-001694,119.2,0.0307,1.23,3,10,93.7,0.0142,0
REQ-001695,114.0,0.0425,1.19,2,10,194.9,0.0197,0
REQ-001696,92.8,0.0361,4.22,3,16,117.5,0.0311,0
REQ-001697,132.6,0.0856,3.88,2,18,102.8,0.0134,0
REQ-001698,213.5,0.0572,0.43,1,17,45.3,0.0025,0
REQ-001699,61.5,0.0168,7.46,1,6,144.7,0.0357,0
REQ-001700,58.4,0.0783,0.21,1,18,93.1,0.0087,0
REQ-001701,237.7,0.0334,2.63,3,21,61.8,0.0025,0
REQ-001702,134.3,0.0983,0.83,1,16,135.3,0.0645,0
REQ-001703,71.7,0.0702,0.61,1,19,121.0,0.0086,0
REQ-001704,110.7,0.0174,0.45,1,6,87.7,0.0514,0
REQ-001705,169.4,0.0072,2.01,2,8,61.7,0.0124,0
REQ-001706,140.8,0.0475,1.15,1,16,76.5,0.012,0
REQ-001707,231.3,0.0651,1.93,1,12,157.8,0.0185,0
REQ-001708,111.2,0.0173,2.06,1,12,94.3,0.0325,0
REQ-001709,143.9,0.15,2.54,3,17,90.3,0.0407,0
REQ-001710,249.1,0.0312,1.08,1,20,161.0,0.006,0
REQ-001711,252.7,0.15,1.44,3,12,70.1,0.0413,0
REQ-001712,100.3,0.0639,2.07,1,19,61.7,0.0079,0
REQ-001713,238.8,0.0559,1.82,2,9,119.7,0.0563,0
REQ-001714,226.8,0.1241,0.79,1,8,94.6,0.0455,0
REQ-001715,97.9,0.0086,0.62,2,16,72.2,0.0014,0
REQ-001716,224.6,0.1021,0.84,3,6,99.9,0.0148,0
REQ-001717,107.2,0.0172,5.72,3,10,201.3,0.0518,0
REQ-001718,166.9,0.0544,2.84,1,22,117.3,0.0726,0
REQ-001719,175.7,0.0206,3.53,1,11,124.0,0.0374,0
REQ-001720,91.5,0.0462,2.1,3,8,167.8,0.0068,0
REQ-001721,50.1,0.0083,0.47,2,20,111.4,0.0055,0
REQ-001722,167.3,0.0466,0.32,3,21,82.9,0.0164,0
REQ-001723,140.1,0.0596,0.1,2,19,61.3,0.0352,0
REQ-001724,136.6,0.15,5.0,3,18,121.1,0.0609,0
REQ-001725,233.1,0.0205,1.51,1,18,63.3,0.0504,0
REQ-001726,179.2,0.0231,6.57,1,7,72.8,0.011,0
REQ-001727,318.8,0.0652,2.93,1,15,63.8,0.0379,0
REQ-001728,149.7,0.0651,2.79,1,12,139.7,0.0057,0
REQ-001729,76.3,0.0993,0.54,2,14,96.7,0.0127,0
REQ-001730,254.3,0.0633,1.62,2,10,67.9,0.0025,0
REQ-001731,115.4,0.0325,2.21,2,15,315.5,0.0059,0
REQ-001732,111.6,0.0597,0.39,1,16,129.7,0.0405,0
REQ-001733,60.2,0.1198,7.38,3,21,47.6,0.0046,0
REQ-001734,67.7,0.0818,4.79,1,21,52.0,0.0893,0
REQ-001735,268.7,0.0278,0.1,2,6,75.1,0.0186,0
REQ-001736,640.9,0.5267,25.89,16,2,595.3,0.8181,1
REQ-001737,102.3,0.0962,1.79,1,22,112.9,0.0167,0
REQ-001738,381.5,0.0113,4.31,2,20,94.2,0.0262,0
REQ-001739,87.8,0.0511,0.22,3,20,108.2,0.0058,0
